HR,RA,DEC,RA_flt,DEC_flt,Vmag,B_V
5564,14 56 46.1,-11 24 35,224.19208333333333,-11.409722222222223,5.46,1.49
5565,14 57 13.6,-29 09 28,224.30666666666664,-29.157777777777778,6.29,-0.04
5566,14 58 08.8,-48 51 47,224.53666666666666,-48.863055555555555,6.35,0.71
5567,14 56 13.2,+14 26 47,224.05499999999998,14.446388888888889,5.77,-0.06
5568,14 57 28.0,-21 24 56,224.36666666666665,-21.415555555555553,5.74,1.11
5569,14 55 58.7,+32 18 01,223.99458333333334,32.30027777777777,6.12,0.1
5570,14 57 11.0,-04 20 47,224.29583333333332,-4.346388888888889,4.49,0.32
5571,14 58 31.9,-43 08 02,224.63291666666666,-43.13388888888889,2.68,-0.22
5572,14 58 36.8,-39 54 24,224.65333333333334,-39.906666666666666,6.15,1.23
5573,14 57 33.3,-00 10 03,224.38875,-0.16749999999999998,5.53,1.13
5574,14 57 03.6,+21 33 19,224.265,21.55527777777778,6.49,-0.01
5575,14 57 11.7,+16 23 18,224.29874999999998,16.388333333333332,5.71,0.94
5576,14 59 09.7,-42 06 15,224.79041666666666,-42.10416666666667,3.13,-0.2
5577,14 58 39.2,-27 39 26,224.66333333333333,-27.65722222222222,5.65,0.24
5578,14 58 13.4,-11 09 18,224.55583333333334,-11.155000000000001,6.6,0.01
5579,14 59 13.9,-37 52 53,224.80791666666667,-37.88138888888889,6.47,-0.08
5580,14 59 27.1,-43 09 36,224.86291666666665,-43.16,6.1,0.6
5581,14 56 23.0,+49 37 43,224.09583333333333,49.62861111111111,5.63,0.5
5582,14 58 53.6,-11 08 39,224.72333333333333,-11.144166666666667,5.87,1.26
5583,14 58 52.8,-04 59 21,224.72,-4.989166666666667,6.09,0.5
5584,14 59 23.1,+04 34 04,224.84625,4.567777777777778,5.93,1.6
5585,15 01 13.0,-38 03 30,225.30416666666667,-38.05833333333333,5.89,1.24
5586,15 00 58.4,-08 31 08,225.24333333333334,-8.51888888888889,4.92,0.0
5587,15 01 58.1,-34 21 32,225.49208333333334,-34.35888888888889,6.22,0.24
5588,14 59 36.9,+39 15 55,224.90374999999997,39.265277777777776,5.64,0.31
5589,14 57 35.0,+65 55 57,224.39583333333334,65.9325,4.6,1.59
5590,15 01 19.8,-02 45 18,225.3325,-2.755,5.52,1.68
5591,15 02 06.4,-28 03 38,225.52666666666664,-28.060555555555556,5.85,0.16
5592,15 00 52.4,+22 02 44,225.21833333333333,22.045555555555556,6.38,
5593,15 04 48.2,-64 01 54,226.20083333333332,-64.03166666666667,5.17,0.93
5594,15 01 48.9,-00 08 26,225.45375,-0.14055555555555554,5.71,1.52
5595,15 02 59.3,-32 38 36,225.7470833333333,-32.64333333333333,5.44,-0.12
5596,14 50 20.4,+82 30 43,222.585,82.51194444444444,5.64,0.68
5597,15 00 38.7,+47 16 40,225.16125,47.27777777777778,6.37,-0.14
5598,15 07 08.7,-71 54 19,226.78625000000002,-71.90527777777778,6.52,1.59
5599,15 02 44.9,-03 01 53,225.68708333333333,-3.031388888888889,6.61,0.2
5600,15 02 06.5,+25 00 29,225.52708333333334,25.008055555555554,4.81,1.5
5601,15 02 54.0,+02 05 29,225.725,2.091388888888889,4.4,1.04
5602,15 01 56.8,+40 23 26,225.48666666666668,40.39055555555556,3.5,0.97
5603,15 04 04.2,-25 16 55,226.01749999999998,-25.281944444444445,3.29,1.7
5604,15 04 42.9,-40 51 41,226.17874999999998,-40.86138888888889,6.41,1.46
5605,15 05 07.2,-47 03 04,226.28000000000003,-47.051111111111105,4.72,-0.14
5606,15 05 07.2,-47 03 04,226.28000000000003,-47.051111111111105,4.82,
5607,15 05 19.1,-41 04 02,226.32958333333335,-41.06722222222223,5.15,1.01
5608,15 01 27.1,+60 12 16,225.36291666666668,60.20444444444445,5.93,0.09
5609,15 03 06.1,+35 12 21,225.77541666666667,35.20583333333334,5.51,1.02
5610,15 04 06.4,+05 29 33,226.02666666666664,5.4925,6.5,0.31
5611,15 07 56.8,-65 16 32,226.98666666666668,-65.27555555555556,6.17,1.47
5612,15 03 06.6,+44 38 40,225.77750000000003,44.644444444444446,6.65,0.46
5613,15 03 36.5,+34 33 58,225.90208333333334,34.566111111111105,6.59,1.02
5614,15 05 47.7,-25 47 23,226.44875,-25.789722222222224,6.67,-0.01
5615,15 06 13.9,-36 15 51,226.55791666666667,-36.26416666666667,6.27,1.65
5616,15 04 26.7,+26 56 51,226.11124999999998,26.9475,4.54,1.24
5617,15 07 25.9,-49 05 18,226.85791666666665,-49.08833333333334,5.77,0.92
5618,15 03 47.4,+47 39 16,225.94750000000002,47.654444444444444,4.76,0.65
5619,15 06 33.3,-30 55 08,226.63875,-30.91888888888889,5.96,-0.08
5620,15 06 27.1,-22 01 55,226.61291666666665,-22.031944444444445,6.17,1.05
5621,15 09 29.9,-67 05 03,227.37458333333333,-67.08416666666666,5.76,0.69
5622,15 06 37.6,-16 15 25,226.65666666666664,-16.256944444444443,5.2,1.58
5623,15 09 25.5,-63 38 34,227.35625000000002,-63.64277777777778,6.28,0.06
5624,15 08 12.1,-40 35 02,227.05041666666665,-40.58388888888889,5.79,-0.14
5625,15 08 39.1,-42 52 04,227.16291666666666,-42.867777777777775,5.85,-0.11
5626,15 08 50.6,-45 16 47,227.21083333333334,-45.27972222222222,4.05,-0.18
5627,15 05 25.8,+48 09 04,226.35750000000002,48.151111111111106,5.57,0.0
5628,15 12 33.8,-72 46 13,228.14083333333332,-72.77027777777778,6.01,0.0
5629,15 03 57.8,+65 55 11,225.99083333333334,65.91972222222223,6.13,
5630,15 06 35.1,+36 27 20,226.64625,36.455555555555556,6.35,0.52
5631,15 07 40.3,+05 29 53,226.91791666666666,5.498055555555555,6.16,0.94
5632,15 10 44.6,-61 25 21,227.68583333333333,-61.4225,6.3,0.63
5633,15 07 20.4,+18 26 30,226.835,18.441666666666666,6.02,0.06
5634,15 07 18.1,+24 52 09,226.82541666666668,24.86916666666667,4.93,0.43
5635,15 06 16.7,+54 33 23,226.56958333333333,54.55638888888888,5.25,0.96
5636,15 10 07.5,-38 47 33,227.53125,-38.7925,5.98,
5637,15 11 16.0,-55 20 46,227.8166666666667,-55.346111111111114,5.54,1.14
5638,15 08 23.8,+26 18 04,227.09916666666666,26.301111111111112,5.67,1.24
5639,15 08 53.4,+13 14 06,227.2225,13.235,6.1,0.96
5640,15 08 35.5,+25 06 31,227.14791666666665,25.108611111111113,5.81,1.24
5641,15 10 18.6,-26 19 58,227.5775,-26.33277777777778,5.76,1.05
5642,15 11 34.9,-45 16 39,227.89541666666665,-45.277499999999996,6.44,1.04
5643,15 11 31.9,-45 16 46,227.88291666666666,-45.279444444444444,7.39,1.08
5644,15 14 19.1,-70 04 46,228.57958333333332,-70.07944444444443,5.81,3.38
5645,15 13 01.0,-61 44 38,228.25416666666666,-61.74388888888889,6.32,1.9
5646,15 11 56.1,-48 44 16,227.98375000000001,-48.73777777777778,3.87,-0.05
5647,15 11 57.6,-48 44 37,227.99,-48.743611111111115,5.69,0.14
5648,15 08 19.5,+50 03 18,227.08125,50.055,6.39,1.03
5649,15 12 17.1,-52 05 57,228.07125,-52.09916666666667,3.41,0.92
5650,15 12 31.3,-48 13 07,228.13041666666666,-48.218611111111116,6.33,1.12
5651,15 12 49.5,-44 30 02,228.20624999999998,-44.50055555555556,4.82,-0.17
5652,15 12 13.3,-19 47 30,228.05541666666667,-19.791666666666668,4.54,-0.08
5653,15 13 07.4,-36 05 29,228.28083333333333,-36.09138888888889,6.1,-0.08
5654,15 12 04.3,+18 58 33,228.01791666666665,18.97583333333333,5.89,1.53
5655,15 13 17.5,-24 00 30,228.32291666666669,-24.008333333333333,6.47,-0.04
5656,15 13 19.2,-19 38 51,228.32999999999998,-19.6475,6.08,0.12
5657,15 13 28.7,-25 18 33,228.36958333333334,-25.309166666666666,6.45,0.7
5658,15 13 53.3,-26 11 37,228.47208333333333,-26.19361111111111,5.84,1.14
5659,15 12 43.5,+19 17 09,228.18124999999998,19.285833333333336,6.68,0.68
5660,15 14 37.3,-31 31 09,228.65541666666667,-31.519166666666667,4.91,0.37
5661,15 16 36.4,-60 54 14,229.1516666666667,-60.903888888888886,5.73,-0.08
5662,15 14 33.7,-17 46 07,228.64041666666665,-17.76861111111111,6.17,-0.05
5663,15 15 53.8,-48 04 27,228.97416666666666,-48.07416666666667,5.95,0.21
5664,15 16 56.7,-60 57 27,229.23625,-60.9575,5.09,-0.06
5665,15 13 31.9,+22 59 00,228.38291666666666,22.983333333333334,6.3,0.06
5666,15 17 38.9,-63 36 38,229.41208333333333,-63.61055555555556,4.86,1.25
5667,15 16 04.0,-41 29 28,229.01666666666668,-41.49111111111111,5.16,0.58
5668,15 16 10.5,-43 29 05,229.04375,-43.484722222222224,6.04,-0.14
5669,15 14 50.7,-05 30 10,228.71125,-5.502777777777778,6.28,1.47
5670,15 17 30.8,-58 48 04,229.37833333333333,-58.801111111111105,4.07,0.09
5671,15 18 54.6,-68 40 46,229.72750000000002,-68.67944444444444,2.89,0.0
5672,15 10 44.1,+67 46 53,227.68374999999997,67.78138888888888,6.17,
5673,15 13 35.6,+38 15 53,228.39833333333334,38.264722222222225,6.2,1.2
5674,15 14 06.1,+31 47 17,228.52541666666664,31.78805555555556,5.99,1.52
5675,15 15 11.4,+04 56 22,228.7975,4.939444444444445,5.33,1.09
5676,15 14 29.2,+29 09 51,228.62166666666664,29.164166666666667,5.26,0.03
5677,15 14 10.3,+42 10 17,228.54291666666666,42.171388888888885,6.13,1.66
5678,15 16 23.0,-22 23 58,229.09583333333336,-22.399444444444445,5.5,1.38
5679,15 15 49.1,+00 22 20,228.95458333333332,0.3722222222222222,5.63,0.18
5680,15 18 48.9,-60 29 47,229.70375,-60.49638888888889,5.46,-0.1
5681,15 15 30.2,+33 18 53,228.87583333333333,33.31472222222222,3.47,0.95
5682,15 18 09.4,-41 03 39,229.5391666666667,-41.06083333333333,6.28,0.18
5683,15 18 32.0,-47 52 30,229.63333333333333,-47.875,4.27,-0.08
5684,15 20 40.7,-67 28 53,230.16958333333335,-67.48138888888889,6.28,-0.09
5685,15 17 00.4,-09 22 59,229.25166666666667,-9.383055555555556,2.61,-0.11
5686,15 17 49.9,-30 08 56,229.45791666666668,-30.148888888888887,4.34,1.1
5687,15 18 56.4,-40 47 18,229.735,-40.788333333333334,5.59,-0.1
5688,15 18 41.3,-31 12 34,229.67208333333335,-31.209444444444443,6.18,1.23
5689,15 19 31.6,-37 05 48,229.88166666666666,-37.09666666666667,6.2,0.96
5690,15 18 26.2,-00 27 41,229.60916666666668,-0.4613888888888889,5.89,1.51
5691,15 14 38.3,+67 20 48,228.65958333333333,67.34666666666666,5.13,0.53
5692,15 18 24.5,+20 34 22,229.60208333333333,20.572777777777777,5.7,0.97
5693,15 14 51.9,+68 56 43,228.71625,68.94527777777778,6.51,
5694,15 19 18.8,+01 45 55,229.82833333333335,1.7652777777777777,5.06,0.54
5695,15 21 22.3,-40 38 51,230.34291666666667,-40.6475,3.22,-0.22
5696,15 21 35.3,-40 44 59,230.3970833333333,-40.749722222222225,6.2,0.07
5697,15 21 30.1,-38 13 09,230.37541666666664,-38.219166666666666,6.48,-0.06
5698,15 22 08.3,-47 55 40,230.53458333333333,-47.92777777777778,5.0,0.5
5699,15 21 48.2,-48 19 04,230.45083333333332,-48.31777777777778,5.65,0.65
5700,15 23 10.4,-60 39 25,230.79333333333332,-60.65694444444444,5.67,0.48
5701,15 20 53.7,-18 09 31,230.22375,-18.15861111111111,6.17,1.02
5702,15 19 30.2,+32 30 55,229.87583333333333,32.515277777777776,6.32,0.24
5703,15 21 01.4,-15 32 54,230.25583333333333,-15.548333333333334,6.3,0.41
5704,15 23 22.7,-59 19 15,230.8445833333333,-59.32083333333334,4.51,0.19
5705,15 21 48.4,-36 15 41,230.45166666666665,-36.26138888888889,3.56,1.54
5706,15 20 47.1,-02 24 48,230.19625,-2.413333333333333,6.35,1.06
5707,15 21 07.6,-05 49 29,230.28166666666667,-5.824722222222222,5.54,1.04
5708,15 22 40.9,-44 41 22,230.67041666666665,-44.68944444444444,3.37,-0.18
5709,15 20 08.5,+29 36 58,230.0354166666667,29.616111111111113,5.51,1.02
5710,15 21 02.0,+00 42 55,230.25833333333333,0.7152777777777777,5.35,1.19
5711,15 21 06.9,+24 57 28,230.27875,24.95777777777778,6.39,1.23
5712,15 23 09.4,-36 51 31,230.78916666666666,-36.85861111111111,4.54,-0.15
5713,15 26 14.7,-68 18 33,231.56125,-68.30916666666667,5.89,1.02
5714,15 17 05.9,+71 49 26,229.27458333333334,71.82388888888889,5.02,1.37
5715,15 20 05.2,+51 57 31,230.02166666666668,51.95861111111111,5.66,0.11
5716,15 20 41.6,+44 26 03,230.17333333333335,44.43416666666666,6.19,0.39
5717,15 22 23.2,+12 34 03,230.59666666666666,12.567499999999999,6.28,-0.02
5718,15 21 48.6,+32 56 02,230.45250000000001,32.93388888888889,5.37,-0.07
5719,15 24 44.9,-39 42 37,231.18708333333333,-39.71027777777778,5.37,-0.11
5720,15 23 52.2,-12 22 10,230.9675,-12.369444444444445,5.72,1.04
5721,15 23 43.7,-01 01 21,230.9320833333333,-1.0225,6.12,0.25
5722,15 25 06.6,-38 10 10,231.2775,-38.169444444444444,7.03,0.09
5723,15 24 11.9,-10 19 20,231.04958333333335,-10.322222222222223,4.94,0.44
5724,15 25 20.2,-38 44 01,231.33416666666668,-38.73361111111111,4.6,0.0
5725,15 27 33.1,-64 31 53,231.88791666666665,-64.53138888888888,5.71,1.64
5726,15 22 37.4,+39 34 53,230.65583333333333,39.581388888888895,5.5,1.59
5727,15 23 12.3,+30 17 16,230.80124999999998,30.28777777777778,5.58,0.58
5728,15 23 12.3,+30 17 16,230.80124999999998,30.28777777777778,6.08,
5729,15 43 16.8,-84 27 55,235.82,-84.46527777777779,5.57,0.11
5730,15 31 30.8,-73 23 22,232.87833333333333,-73.38944444444445,5.49,-0.12
5731,15 22 37.3,+62 02 50,230.65541666666667,62.04722222222222,5.98,-0.03
5732,15 24 05.1,+45 16 16,231.02125,45.27111111111111,6.01,1.2
5733,15 24 29.4,+37 22 38,231.1225,37.37722222222222,4.31,0.31
5734,15 24 30.9,+37 20 52,231.12875000000003,37.34777777777778,6.5,0.59
5735,15 20 43.7,+71 50 02,230.18208333333334,71.83388888888888,3.05,0.05
5736,15 27 18.2,-36 46 04,231.82583333333332,-36.76777777777777,5.45,-0.15
5737,15 22 38.4,+63 20 29,230.66000000000003,63.34138888888889,5.79,1.27
5738,15 28 27.2,-51 35 51,232.11333333333334,-51.597500000000004,6.1,1.09
5739,15 25 47.4,+15 25 41,231.4475,15.428055555555554,5.17,1.66
5740,15 25 53.3,+19 28 51,231.47208333333333,19.480833333333333,6.27,0.6
5741,15 26 17.4,+34 20 09,231.57250000000002,34.33583333333333,5.46,1.4
5742,15 29 24.3,-46 43 58,232.35125,-46.73277777777778,5.24,1.74
5743,15 28 15.4,-16 42 59,232.06416666666667,-16.71638888888889,5.64,1.55
5744,15 24 55.8,+58 57 58,231.2325,58.96611111111111,3.29,1.16
5745,15 27 38.9,+25 06 06,231.9120833333333,25.101666666666667,6.02,1.62
5746,15 28 38.2,+01 50 32,232.15916666666666,1.8422222222222224,5.17,0.23
5747,15 27 49.7,+29 06 21,231.95708333333332,29.105833333333333,3.68,0.28
5748,15 26 32.5,+54 01 12,231.63541666666669,54.019999999999996,6.45,0.05
5749,15 30 36.3,-20 43 42,232.65125,-20.72833333333333,6.22,0.17
5750,15 30 40.4,-16 36 34,232.66833333333335,-16.609444444444446,5.82,1.06
5751,15 32 04.4,-38 37 23,233.01833333333332,-38.62305555555555,6.25,0.2
5752,15 28 44.5,+47 12 05,232.18541666666667,47.20138888888889,6.15,0.1
5753,15 31 50.3,-32 52 52,232.95958333333334,-32.88111111111111,6.46,0.09
5754,15 27 40.8,+62 16 32,231.92,62.275555555555556,6.5,0.14
5755,15 27 51.4,+60 40 13,231.96416666666667,60.67027777777778,5.9,1.44
5756,15 31 43.4,-20 09 53,232.93083333333334,-20.16472222222222,6.22,0.22
5757,15 39 18.3,-77 55 05,234.82625000000002,-77.91805555555555,6.18,1.2
5758,15 30 55.4,+08 34 45,232.73083333333335,8.579166666666666,6.57,0.37
5759,15 28 56.8,+55 11 42,232.23666666666668,55.19499999999999,6.43,0.08
5760,15 30 22.7,+31 17 10,232.59458333333333,31.28611111111111,6.46,0.19
5761,15 30 27.9,+36 48 15,232.61625,36.80416666666667,6.37,
5762,15 32 36.7,-19 40 14,233.15291666666667,-19.670555555555556,5.52,0.18
5763,15 30 55.8,+40 49 59,232.7325,40.83305555555556,5.02,1.59
5764,15 32 55.2,-16 51 10,233.23,-16.852777777777778,5.5,-0.14
5765,15 33 09.1,-24 29 22,233.28791666666666,-24.489444444444445,7.0,0.27
5766,15 36 17.4,-65 36 48,234.0725,-65.61333333333333,6.51,0.35
5767,15 34 01.6,-40 03 58,233.50666666666666,-40.066111111111105,5.82,1.68
5768,15 29 21.2,+62 05 59,232.3383333333333,62.099722222222226,6.38,
5769,15 31 22.4,+36 36 59,232.84333333333333,36.61638888888889,6.38,0.5
5770,15 32 09.7,+16 03 22,233.04041666666666,16.05611111111111,6.22,-0.05
5771,15 36 43.2,-66 19 01,234.18,-66.31694444444445,4.11,1.17
5772,15 32 57.9,-01 11 11,233.24124999999998,-1.186388888888889,5.51,1.09
5773,15 34 20.9,-39 20 58,233.58708333333334,-39.349444444444444,6.36,-0.03
5774,15 31 47.0,+40 53 58,232.94583333333333,40.89944444444444,5.02,0.07
5775,15 34 37.3,-28 02 49,233.65541666666667,-28.046944444444446,5.15,1.3
5776,15 35 08.5,-41 10 01,233.7854166666667,-41.16694444444444,2.78,-0.2
5777,15 34 10.7,-10 03 52,233.54458333333332,-10.064444444444446,4.62,1.01
5778,15 32 55.8,+31 21 33,233.2325,31.359166666666667,4.14,-0.13
5779,15 34 20.8,-05 41 42,233.58666666666667,-5.695,6.51,0.58
5780,15 34 26.6,-09 11 00,233.61083333333332,-9.183333333333334,5.17,-0.09
5781,15 35 53.2,-44 57 31,233.9716666666667,-44.95861111111111,4.54,-0.18
5782,15 40 21.2,-73 26 48,235.0883333333333,-73.44666666666667,5.65,-0.04
5783,15 33 52.8,+17 08 16,233.47000000000003,17.137777777777778,6.45,
5784,15 36 12.1,-44 23 49,234.05041666666668,-44.39694444444444,5.43,1.5
5785,15 30 55.7,+64 12 31,232.73208333333332,64.20861111111111,5.79,0.96
5786,15 41 54.6,-76 04 55,235.47750000000002,-76.08194444444445,5.95,-0.04
5787,15 35 31.6,-14 47 22,233.8816666666667,-14.789444444444444,3.91,1.01
5788,15 34 48.1,+10 32 15,233.70041666666665,10.5375,3.8,0.26
5789,15 34 48.1,+10 32 21,233.70041666666665,10.539166666666667,3.8,0.26
5790,15 36 11.4,-33 05 34,234.0475,-33.09277777777778,6.24,
5791,15 35 04.6,+01 40 08,233.76916666666668,1.6688888888888886,6.56,0.28
5792,15 40 11.5,-70 13 40,235.04791666666665,-70.22777777777777,6.44,0.08
5793,15 34 41.3,+26 42 53,233.67208333333332,26.71472222222222,2.23,-0.02
5794,15 37 01.5,-28 08 06,234.25625,-28.134999999999998,3.58,1.38
5795,15 35 33.2,+17 39 20,233.88833333333335,17.655555555555555,6.12,0.94
5796,15 35 53.4,+11 15 56,233.97250000000003,11.265555555555556,6.07,1.09
5797,15 38 03.2,-42 34 03,234.51333333333332,-42.5675,4.33,1.42
5798,15 38 49.5,-52 22 22,234.70624999999998,-52.37277777777778,5.44,0.0
5799,15 36 33.7,-00 33 42,234.14041666666668,-0.5616666666666668,6.51,0.72
5800,15 35 15.0,+39 00 36,233.8125,39.01,5.11,1.64
5801,15 37 28.5,-26 16 48,234.36875,-26.279999999999998,6.19,0.01
5802,15 36 29.6,+10 00 36,234.12333333333333,10.01,5.26,0.95
5803,15 39 56.5,-59 54 30,234.98541666666665,-59.90833333333333,5.95,0.48
5804,15 36 29.3,+16 07 08,234.1220833333333,16.11888888888889,5.93,0.29
5805,15 38 32.7,-39 09 39,234.63625,-39.16083333333333,6.57,-0.07
5806,15 37 48.1,-23 08 30,234.45041666666668,-23.141666666666666,5.78,1.1
5807,15 38 42.3,-39 07 41,234.67624999999998,-39.128055555555555,6.04,0.21
5808,15 35 49.3,+38 22 26,233.95541666666668,38.37388888888889,6.42,
5809,15 38 15.7,-28 12 24,234.56541666666666,-28.206666666666667,6.32,1.17
5810,15 38 16.3,-21 00 58,234.56791666666666,-21.016111111111112,5.84,1.08
5811,15 35 16.3,+53 55 19,233.81791666666666,53.92194444444444,5.97,1.18
5812,15 38 39.4,-29 46 40,234.66416666666666,-29.77777777777778,3.66,-0.17
5813,15 36 53.4,+29 59 28,234.2225,29.991111111111113,6.52,
5814,15 38 54.5,-19 18 07,234.72708333333333,-19.301944444444445,5.38,0.86
5815,15 38 40.0,-08 47 40,234.66666666666666,-8.794444444444444,6.5,0.53
5816,15 38 40.1,-08 47 28,234.66708333333332,-8.79111111111111,6.48,0.52
5817,15 36 04.1,+52 04 11,234.01708333333332,52.069722222222225,6.74,0.32
5818,15 35 57.1,+54 37 50,233.98791666666668,54.63055555555555,5.74,
5819,15 39 21.3,-23 09 01,234.83875,-23.150277777777777,6.34,0.02
5820,15 39 46.0,-34 24 43,234.94166666666666,-34.411944444444444,4.67,0.99
5821,15 40 58.3,-47 44 08,235.24291666666664,-47.73555555555556,6.23,1.63
5822,15 40 15.4,-31 12 49,235.06416666666667,-31.21361111111111,6.34,1.43
5823,15 37 49.6,+40 21 12,234.45666666666668,40.35333333333333,5.24,0.88
5824,15 40 16.9,-23 49 05,235.07041666666666,-23.818055555555556,4.96,1.33
5825,15 41 11.3,-44 39 40,235.29708333333335,-44.66111111111111,4.64,0.4
5826,15 31 24.9,+77 20 58,232.85375000000002,77.34944444444444,4.96,1.58
5827,15 38 48.9,+34 40 30,234.70374999999999,34.675,6.11,1.02
5828,15 37 32.0,+54 30 32,234.38333333333333,54.50888888888889,5.87,1.07
5829,15 29 11.0,+80 26 55,232.29583333333332,80.44861111111112,6.58,0.67
5830,15 38 16.2,+46 47 52,234.5675,46.797777777777775,5.75,0.36
5831,15 40 10.4,+12 03 11,235.04333333333332,12.053055555555556,6.25,0.94
5832,15 42 37.2,-49 29 22,235.655,-49.489444444444445,6.04,1.31
5833,15 39 22.2,+36 38 12,234.8425,36.63666666666666,6.0,
5834,15 39 22.7,+36 38 09,234.84458333333333,36.63583333333333,5.07,-0.12
5835,15 38 34.3,+50 25 24,234.64291666666668,50.42333333333333,5.84,0.83
5836,15 43 55.1,-60 17 14,235.97958333333332,-60.28722222222222,6.48,1.05
5837,15 42 38.3,-37 25 30,235.65958333333333,-37.425,5.24,0.98
5838,15 41 56.8,-19 40 44,235.48666666666668,-19.67888888888889,4.74,1.57
5839,15 42 41.0,-34 42 38,235.67083333333332,-34.71055555555556,4.75,-0.14
5840,15 40 59.2,+16 01 29,235.24666666666664,16.02472222222222,6.01,0.9
5841,15 39 09.5,+57 55 28,234.78958333333333,57.92444444444444,6.45,1.09
5842,15 41 33.1,+19 40 13,235.38791666666668,19.67027777777778,4.52,0.04
5843,15 41 47.4,+12 50 51,235.4475,12.8475,5.33,0.04
5844,15 37 39.1,+69 17 00,234.4129166666667,69.28333333333333,5.62,1.35
5845,15 41 54.7,+18 27 50,235.4779166666667,18.46388888888889,5.81,0.2
5846,15 44 22.6,-41 49 10,236.09416666666664,-41.81944444444445,5.94,0.0
5847,15 43 24.9,-15 02 36,235.85375000000002,-15.043333333333333,6.31,1.16
5848,15 44 04.4,-15 40 22,236.01833333333332,-15.672777777777776,5.41,0.23
5849,15 42 44.6,+26 17 44,235.68583333333333,26.295555555555556,3.84,0.0
5850,15 43 10.6,+13 40 04,235.79416666666668,13.667777777777777,6.48,0.86
5851,15 47 53.6,-65 26 33,236.97333333333333,-65.44250000000001,6.18,0.22
5852,15 47 53.7,-65 26 33,236.97375,-65.44250000000001,6.39,0.24
5853,15 44 01.8,+02 30 54,236.0075,2.515,5.88,0.68
5854,15 44 16.1,+06 25 32,236.06708333333333,6.4255555555555555,2.65,1.17
5855,15 43 59.3,+32 30 57,235.9970833333333,32.51583333333333,5.56,1.06
5856,15 46 12.8,-28 03 42,236.55333333333334,-28.061666666666667,6.51,0.32
5857,15 42 50.7,+52 21 39,235.71125,52.36083333333333,5.51,-0.07
5858,15 44 42.1,+17 15 51,236.17541666666665,17.264166666666668,6.14,0.0
5859,15 45 23.5,+05 26 49,236.34791666666666,5.446944444444445,5.58,0.04
5860,15 46 44.2,-34 40 57,236.68416666666667,-34.6825,5.61,-0.11
5861,15 45 39.7,+00 53 29,236.4154166666667,0.8913888888888889,6.33,1.19
5862,15 47 25.4,-40 11 39,236.85583333333332,-40.19416666666666,6.42,0.88
5863,15 46 05.6,-01 48 16,236.52333333333334,-1.8044444444444445,5.4,-0.03
5864,15 47 29.0,-37 54 59,236.87083333333334,-37.91638888888889,6.01,0.72
5865,15 48 50.3,-52 26 17,237.20958333333334,-52.43805555555555,6.07,1.38
5866,15 46 45.4,-06 07 13,236.68916666666667,-6.120277777777777,6.24,1.17
5867,15 46 11.3,+15 25 19,236.54708333333335,15.421944444444444,3.67,0.06
5868,15 46 26.6,+07 21 11,236.61083333333335,7.353055555555555,4.43,0.6
5869,15 50 06.9,-53 12 34,237.52875,-53.20944444444445,5.77,-0.08
5870,15 47 17.3,+14 06 55,236.82208333333335,14.115277777777777,5.71,0.09
5871,15 49 57.5,-48 54 43,237.48958333333334,-48.911944444444444,5.84,0.07
5872,15 50 16.3,-45 24 06,237.56791666666666,-45.401666666666664,6.12,0.29
5873,15 51 06.8,-55 03 21,237.77833333333334,-55.05583333333333,5.73,0.06
5874,15 48 13.3,+13 47 19,237.0554166666667,13.788611111111111,6.0,1.25
5875,15 48 56.8,-03 49 07,237.23666666666668,-3.8186111111111107,5.53,0.12
5876,15 52 56.7,-65 09 09,238.23625,-65.1525,6.54,0.19
5877,15 48 02.0,+31 44 09,237.00833333333335,31.735833333333336,6.44,
5878,15 46 34.8,+55 28 29,236.645,55.474722222222226,5.92,1.39
5879,15 48 44.4,+18 08 30,237.18500000000003,18.141666666666666,4.09,1.62
5880,15 48 34.4,+28 09 24,237.14333333333335,28.156666666666666,5.85,0.77
5881,15 49 37.2,-03 25 49,237.405,-3.4302777777777775,3.53,-0.04
5882,15 51 31.5,-47 03 38,237.88125,-47.06055555555555,6.01,1.16
5883,15 50 57.5,-33 37 38,237.73958333333334,-33.62722222222222,3.95,-0.04
5884,15 53 22.8,-62 36 25,238.345,-62.606944444444444,6.19,1.47
5885,15 50 58.7,-25 45 05,237.74458333333337,-25.75138888888889,4.64,-0.05
5886,15 46 40.0,+62 35 58,236.66666666666669,62.599444444444444,5.19,0.04
5887,15 47 38.0,+55 22 36,236.90833333333333,55.376666666666665,5.86,0.25
5888,15 50 17.5,+02 11 47,237.57291666666669,2.1963888888888885,5.23,1.02
5889,15 49 35.7,+26 04 06,237.39875,26.06833333333333,4.63,0.8
5890,15 52 51.5,-50 36 55,238.21458333333334,-50.61527777777778,6.6,1.53
5891,15 55 29.6,-68 36 11,238.87333333333333,-68.60305555555556,5.09,1.13
5892,15 50 49.0,+04 28 40,237.70416666666668,4.477777777777778,3.71,0.15
5893,15 52 12.8,-29 53 12,238.05333333333334,-29.886666666666667,6.4,0.98
5894,15 50 41.7,+15 08 01,237.67375,15.13361111111111,5.2,
5895,15 51 15.6,-03 05 26,237.815,-3.0905555555555555,5.11,0.12
5896,15 51 38.4,-14 08 01,237.91,-14.13361111111111,6.19,1.0
5897,15 55 08.5,-63 25 50,238.78541666666666,-63.43055555555555,2.85,0.29
